"Tabela 185 - Domicílios particulares permanentes por situação e número de moradores"
"Variável - Domicílios particulares permanentes - percentual do total geral"
"Cód.";"Brasil e Município";"Número de moradores";"Ano x Situação do domicílio"
"Cód.";"Brasil e Município";"Número de moradores";"2010"
"Cód.";"Brasil e Município";"Número de moradores";"Urbana"
"2706505";"Passo de Camaragibe (AL)";"Total";"51,69"
"2706604";"Paulo Jacinto (AL)";"Total";"67,66"
"2706703";"Penedo (AL)";"Total";"76,06"
"2706802";"Piaçabuçu (AL)";"Total";"60,42"
"2706901";"Pilar (AL)";"Total";"95,58"
"2707008";"Pindoba (AL)";"Total";"58,75"
"2707107";"Piranhas (AL)";"Total";"60,16"
"2707206";"Poço das Trincheiras (AL)";"Total";"16,37"
"2707305";"Porto Calvo (AL)";"Total";"79,77"
"2707404";"Porto de Pedras (AL)";"Total";"57,34"
"2707503";"Porto Real do Colégio (AL)";"Total";"35,21"
"2707602";"Quebrangulo (AL)";"Total";"57,22"
"2707701";"Rio Largo (AL)";"Total";"81,99"
"2707800";"Roteiro (AL)";"Total";"88,14"
"2707909";"Santa Luzia do Norte (AL)";"Total";"90,61"
"2708006";"Santana do Ipanema (AL)";"Total";"64,24"
"2708105";"Santana do Mundaú (AL)";"Total";"53,93"
"2708204";"São Brás (AL)";"Total";"49,42"
"2708303";"São José da Laje (AL)";"Total";"71,23"
"2708402";"São José da Tapera (AL)";"Total";"42,86"
"2708501";"São Luís do Quitunde (AL)";"Total";"64,83"
"2708600";"São Miguel dos Campos (AL)";"Total";"96,83"
"2708709";"São Miguel dos Milagres (AL)";"Total";"31,58"
"2708808";"São Sebastião (AL)";"Total";"39,04"
"2708907";"Satuba (AL)";"Total";"89,25"
"2708956";"Senador Rui Palmeira (AL)";"Total";"34,68"
"2709004";"Tanque d'Arca (AL)";"Total";"37,73"
"2709103";"Taquarana (AL)";"Total";"40,56"
"2709152";"Teotônio Vilela (AL)";"Total";"84,16"
"2709202";"Traipu (AL)";"Total";"33,95"
"2709301";"União dos Palmares (AL)";"Total";"78,61"
"2709400";"Viçosa (AL)";"Total";"73,86"
"2800100";"Amparo do São Francisco (SE)";"Total";"80,65"
"2800209";"Aquidabã (SE)";"Total";"58,72"
"2800308";"Aracaju (SE)";"Total";"100,00"
"2800407";"Arauá (SE)";"Total";"41,51"
"2800506";"Areia Branca (SE)";"Total";"47,04"
"2800605";"Barra dos Coqueiros (SE)";"Total";"82,66"
"2800670";"Boquim (SE)";"Total";"64,20"
"2800704";"Brejo Grande (SE)";"Total";"50,69"
"2801009";"Campo do Brito (SE)";"Total";"50,98"
"2801108";"Canhoba (SE)";"Total";"41,57"
"2801207";"Canindé de São Francisco (SE)";"Total";"58,36"
"2801306";"Capela (SE)";"Total";"65,64"
"2801405";"Carira (SE)";"Total";"58,35"
"2801504";"Carmópolis (SE)";"Total";"80,09"
"2801603";"Cedro de São João (SE)";"Total";"89,53"
"2801702";"Cristinápolis (SE)";"Total";"53,39"
"2801900";"Cumbe (SE)";"Total";"60,27"
"2802007";"Divina Pastora (SE)";"Total";"49,79"
"2802106";"Estância (SE)";"Total";"85,74"
"2802205";"Feira Nova (SE)";"Total";"68,15"
"2802304";"Frei Paulo (SE)";"Total";"61,49"
"2802403";"Gararu (SE)";"Total";"25,94"
"2802502";"General Maynard (SE)";"Total";"64,74"
"2802601";"Gracho Cardoso (SE)";"Total";"49,17"
"2802700";"Ilha das Flores (SE)";"Total";"65,39"
"2802809";"Indiaroba (SE)";"Total";"37,39"
"2802908";"Itabaiana (SE)";"Total";"78,66"
"2803005";"Itabaianinha (SE)";"Total";"51,56"
"2803104";"Itabi (SE)";"Total";"58,88"
"2803203";"Itaporanga d'Ajuda (SE)";"Total";"39,89"
"2803302";"Japaratuba (SE)";"Total";"48,38"
"2803401";"Japoatã (SE)";"Total";"34,41"
"2803500";"Lagarto (SE)";"Total";"52,63"
"2803609";"Laranjeiras (SE)";"Total";"78,89"
"2803708";"Macambira (SE)";"Total";"51,36"
"2803807";"Malhada dos Bois (SE)";"Total";"49,30"
"2803906";"Malhador (SE)";"Total";"47,85"
"2804003";"Maruim (SE)";"Total";"74,13"
"2804102";"Moita Bonita (SE)";"Total";"42,40"
"2804201";"Monte Alegre de Sergipe (SE)";"Total";"60,67"
"2804300";"Muribeca (SE)";"Total";"46,56"
"2804409";"Neópolis (SE)";"Total";"58,93"
"2804458";"Nossa Senhora Aparecida (SE)";"Total";"42,90"
"2804508";"Nossa Senhora da Glória (SE)";"Total";"67,08"
"2804607";"Nossa Senhora das Dores (SE)";"Total";"66,26"
"2804706";"Nossa Senhora de Lourdes (SE)";"Total";"54,27"
"2804805";"Nossa Senhora do Socorro (SE)";"Total";"97,05"
"2804904";"Pacatuba (SE)";"Total";"21,17"
"2805000";"Pedra Mole (SE)";"Total";"39,66"
"2805109";"Pedrinhas (SE)";"Total";"75,02"
"2805208";"Pinhão (SE)";"Total";"56,73"
"2805307";"Pirambu (SE)";"Total";"56,36"
"2805406";"Poço Redondo (SE)";"Total";"29,60"
"2805505";"Poço Verde (SE)";"Total";"57,51"
"2805604";"Porto da Folha (SE)";"Total";"38,28"
"2805703";"Propriá (SE)";"Total";"86,51"
"2805802";"Riachão do Dantas (SE)";"Total";"25,61"
"2805901";"Riachuelo (SE)";"Total";"85,11"
"2806008";"Ribeirópolis (SE)";"Total";"70,50"
"2806107";"Rosário do Catete (SE)";"Total";"72,66"
"2806206";"Salgado (SE)";"Total";"36,19"
"2806305";"Santa Luzia do Itanhy (SE)";"Total";"22,84"
"2806404";"Santana do São Francisco (SE)";"Total";"64,69"
"2806503";"Santa Rosa de Lima (SE)";"Total";"55,89"
"2806602";"Santo Amaro das Brotas (SE)";"Total";"69,77"
"2806701";"São Cristóvão (SE)";"Total";"84,70"
"2806800";"São Domingos (SE)";"Total";"51,21"
"2806909";"São Francisco (SE)";"Total";"72,50"
"2807006";"São Miguel do Aleixo (SE)";"Total";"48,67"
"2807105";"Simão Dias (SE)";"Total";"54,35"
"2807204";"Siriri (SE)";"Total";"41,83"
"2807303";"Telha (SE)";"Total";"41,22"
"2807402";"Tobias Barreto (SE)";"Total";"67,06"
"2807501";"Tomar do Geru (SE)";"Total";"40,92"
"2807600";"Umbaúba (SE)";"Total";"64,02"
"2900108";"Abaíra (BA)";"Total";"46,35"
"2900207";"Abaré (BA)";"Total";"54,89"
"2900306";"Acajutiba (BA)";"Total";"88,30"
"2900355";"Adustina (BA)";"Total";"37,39"
"2900405";"Água Fria (BA)";"Total";"39,72"
"2900504";"Érico Cardoso (BA)";"Total";"20,33"
"2900603";"Aiquara (BA)";"Total";"57,47"
"2900702";"Alagoinhas (BA)";"Total";"88,23"
"2900801";"Alcobaça (BA)";"Total";"53,94"
"2900900";"Almadina (BA)";"Total";"78,74"
"2901007";"Amargosa (BA)";"Total";"74,05"
"2901106";"Amélia Rodrigues (BA)";"Total";"78,93"
"2901155";"América Dourada (BA)";"Total";"67,26"
"2901205";"Anagé (BA)";"Total";"20,40"
"2901304";"Andaraí (BA)";"Total";"58,90"
"2901353";"Andorinha (BA)";"Total";"44,45"
"2901403";"Angical (BA)";"Total";"47,52"
"2901502";"Anguera (BA)";"Total";"46,61"
"2901601";"Antas (BA)";"Total";"37,85"
"2901700";"Antônio Cardoso (BA)";"Total";"31,14"
"2901809";"Antônio Gonçalves (BA)";"Total";"53,66"
"2901908";"Aporá (BA)";"Total";"48,59"
"2901957";"Apuarema (BA)";"Total";"69,69"
"2902005";"Aracatu (BA)";"Total";"30,16"
"2902054";"Araçás (BA)";"Total";"50,79"
"2902104";"Araci (BA)";"Total";"41,40"
"2902203";"Aramari (BA)";"Total";"54,28"
"2902252";"Arataca (BA)";"Total";"53,55"
"2902302";"Aratuípe (BA)";"Total";"64,71"
"2902401";"Aurelino Leal (BA)";"Total";"82,69"
"2902500";"Baianópolis (BA)";"Total";"26,58"
"2902609";"Baixa Grande (BA)";"Total";"43,33"
"2902658";"Banzaê (BA)";"Total";"38,85"
"2902708";"Barra (BA)";"Total";"47,20"
"2902807";"Barra da Estiva (BA)";"Total";"51,18"
"2902906";"Barra do Choça (BA)";"Total";"65,77"
"2903003";"Barra do Mendes (BA)";"Total";"46,44"
"2903102";"Barra do Rocha (BA)";"Total";"58,57"
"2903201";"Barreiras (BA)";"Total";"90,34"
"2903235";"Barro Alto (BA)";"Total";"49,66"
"2903276";"Barrocas (BA)";"Total";"41,59"
"2903300";"Barro Preto (BA)";"Total";"82,08"
"2903409";"Belmonte (BA)";"Total";"52,99"
"2903508";"Belo Campo (BA)";"Total";"59,28"
"2903607";"Biritinga (BA)";"Total";"26,50"
"2903706";"Boa Nova (BA)";"Total";"37,04"
"2903805";"Boa Vista do Tupim (BA)";"Total";"37,83"
"2903904";"Bom Jesus da Lapa (BA)";"Total";"69,03"
"2903953";"Bom Jesus da Serra (BA)";"Total";"30,49"
"2904001";"Boninal (BA)";"Total";"35,79"
"2904050";"Bonito (BA)";"Total";"43,17"
"2904100";"Boquira (BA)";"Total";"37,02"
"2904209";"Botuporã (BA)";"Total";"39,98"
"2904308";"Brejões (BA)";"Total";"36,78"
"2904407";"Brejolândia (BA)";"Total";"19,58"
"2904506";"Brotas de Macaúbas (BA)";"Total";"31,88"
"2904605";"Brumado (BA)";"Total";"70,78"
"2904704";"Buerarema (BA)";"Total";"82,75"
"2904753";"Buritirama (BA)";"Total";"43,61"
"2904803";"Caatiba (BA)";"Total";"46,14"
"2904852";"Cabaceiras do Paraguaçu (BA)";"Total";"28,36"
"2904902";"Cachoeira (BA)";"Total";"53,22"
"2905008";"Caculé (BA)";"Total";"62,43"
"2905107";"Caém (BA)";"Total";"37,49"
"2905156";"Caetanos (BA)";"Total";"28,18"
"2905206";"Caetité (BA)";"Total";"61,32"
"2905305";"Cafarnaum (BA)";"Total";"62,89"
"2905404";"Cairu (BA)";"Total";"51,44"
"2905503";"Caldeirão Grande (BA)";"Total";"40,14"
"2905602";"Camacan (BA)";"Total";"78,39"
"2905701";"Camaçari (BA)";"Total";"95,69"
"2905800";"Camamu (BA)";"Total";"46,05"
"2905909";"Campo Alegre de Lourdes (BA)";"Total";"30,75"
"2906006";"Campo Formoso (BA)";"Total";"38,87"
"2906105";"Canápolis (BA)";"Total";"37,26"
"2906204";"Canarana (BA)";"Total";"49,27"
"2906303";"Canavieiras (BA)";"Total";"79,27"
"2906402";"Candeal (BA)";"Total";"40,15"
"2906501";"Candeias (BA)";"Total";"91,85"
"2906600";"Candiba (BA)";"Total";"60,16"
"2906709";"Cândido Sales (BA)";"Total";"69,83"
"2906808";"Cansanção (BA)";"Total";"36,72"
"2906824";"Canudos (BA)";"Total";"55,83"
"2906857";"Capela do Alto Alegre (BA)";"Total";"50,47"
"2906873";"Capim Grosso (BA)";"Total";"82,89"
"2906899";"Caraíbas (BA)";"Total";"25,80"
"2906907";"Caravelas (BA)";"Total";"54,46"
"2907004";"Cardeal da Silva (BA)";"Total";"34,78"
"2907103";"Carinhanha (BA)";"Total";"46,46"
"2907202";"Casa Nova (BA)";"Total";"56,67"
"2907301";"Castro Alves (BA)";"Total";"63,52"
"2907400";"Catolândia (BA)";"Total";"37,02"
"2907509";"Catu (BA)";"Total";"84,02"
"2907558";"Caturama (BA)";"Total";"27,55"
"2907608";"Central (BA)";"Total";"48,81"
"2907707";"Chorrochó (BA)";"Total";"26,03"
"2907806";"Cícero Dantas (BA)";"Total";"56,03"
"2907905";"Cipó (BA)";"Total";"74,28"
"2908002";"Coaraci (BA)";"Total";"91,14"
"2908101";"Cocos (BA)";"Total";"49,21"
"2908200";"Conceição da Feira (BA)";"Total";"64,21"
"2908309";"Conceição do Almeida (BA)";"Total";"45,67"
"2908408";"Conceição do Coité (BA)";"Total";"61,13"
"2908507";"Conceição do Jacuípe (BA)";"Total";"78,43"
"2908606";"Conde (BA)";"Total";"53,35"
"2908705";"Condeúba (BA)";"Total";"46,33"
"2908804";"Contendas do Sincorá (BA)";"Total";"51,76"
"2908903";"Coração de Maria (BA)";"Total";"44,03"
"2909000";"Cordeiros (BA)";"Total";"33,88"
"2909109";"Coribe (BA)";"Total";"44,13"
"2909208";"Coronel João Sá (BA)";"Total";"43,61"
"2909307";"Correntina (BA)";"Total";"43,27"
"2909406";"Cotegipe (BA)";"Total";"50,78"
"2909505";"Cravolândia (BA)";"Total";"63,80"
"2909604";"Crisópolis (BA)";"Total";"45,61"
"2909703";"Cristópolis (BA)";"Total";"24,62"
"2909802";"Cruz das Almas (BA)";"Total";"86,03"
"2909901";"Curaçá (BA)";"Total";"43,46"
"2910008";"Dário Meira (BA)";"Total";"41,08"
"2910057";"Dias d'Ávila (BA)";"Total";"94,16"
"2910107";"Dom Basílio (BA)";"Total";"21,17"
"2910206";"Dom Macedo Costa (BA)";"Total";"49,11"
"2910305";"Elísio Medrado (BA)";"Total";"42,81"
"2910404";"Encruzilhada (BA)";"Total";"22,18"
"2910503";"Entre Rios (BA)";"Total";"59,75"
"2910602";"Esplanada (BA)";"Total";"64,08"
"2910701";"Euclides da Cunha (BA)";"Total";"50,63"
"2910727";"Eunápolis (BA)";"Total";"93,49"
"2910750";"Fátima (BA)";"Total";"42,49"
"2910776";"Feira da Mata (BA)";"Total";"53,39"
"2910800";"Feira de Santana (BA)";"Total";"92,38"
"2910859";"Filadélfia (BA)";"Total";"56,60"
"2910909";"Firmino Alves (BA)";"Total";"80,21"
"2911006";"Floresta Azul (BA)";"Total";"69,83"
"2911105";"Formosa do Rio Preto (BA)";"Total";"62,18"
"2911204";"Gandu (BA)";"Total";"81,96"
"2911253";"Gavião (BA)";"Total";"59,70"
"2911303";"Gentio do Ouro (BA)";"Total";"51,21"
"2911402";"Glória (BA)";"Total";"19,22"
"2911501";"Gongogi (BA)";"Total";"66,67"
"2911600";"Governador Mangabeira (BA)";"Total";"40,43"
"2911659";"Guajeru (BA)";"Total";"22,57"
"2911709";"Guanambi (BA)";"Total";"80,38"
"2911808";"Guaratinga (BA)";"Total";"46,03"
"2911857";"Heliópolis (BA)";"Total";"45,13"
"2911907";"Iaçu (BA)";"Total";"79,93"
"2912004";"Ibiassucê (BA)";"Total";"48,28"
"2912103";"Ibicaraí (BA)";"Total";"74,31"
"2912202";"Ibicoara (BA)";"Total";"66,09"
"2912301";"Ibicuí (BA)";"Total";"75,10"
"2912400";"Ibipeba (BA)";"Total";"59,80"
"2912509";"Ibipitanga (BA)";"Total";"38,45"
"2912608";"Ibiquera (BA)";"Total";"51,71"
"2912707";"Ibirapitanga (BA)";"Total";"27,15"
"2912806";"Ibirapuã (BA)";"Total";"57,82"
"2912905";"Ibirataia (BA)";"Total";"82,59"
"2913002";"Ibitiara (BA)";"Total";"25,24"
"2913101";"Ibititá (BA)";"Total";"47,32"
"2913200";"Ibotirama (BA)";"Total";"77,43"
"2913309";"Ichu (BA)";"Total";"64,95"
"2913408";"Igaporã (BA)";"Total";"54,02"
"2913457";"Igrapiúna (BA)";"Total";"33,43"
"2913507";"Iguaí (BA)";"Total";"57,32"
"2913606";"Ilhéus (BA)";"Total";"84,28"
"2913705";"Inhambupe (BA)";"Total";"46,04"
"2913804";"Ipecaetá (BA)";"Total";"19,71"
"2913903";"Ipiaú (BA)";"Total";"90,62"
"2914000";"Ipirá (BA)";"Total";"52,12"
"2914109";"Ipupiara (BA)";"Total";"65,05"
"2914208";"Irajuba (BA)";"Total";"47,70"
"2914307";"Iramaia (BA)";"Total";"47,92"
"2914406";"Iraquara (BA)";"Total";"32,19"
"2914505";"Irará (BA)";"Total";"43,18"
"2914604";"Irecê (BA)";"Total";"92,22"
"2914653";"Itabela (BA)";"Total";"74,79"
"2914703";"Itaberaba (BA)";"Total";"79,19"
"2914802";"Itabuna (BA)";"Total";"97,58"
"2914901";"Itacaré (BA)";"Total";"57,61"
"2915007";"Itaeté (BA)";"Total";"43,58"
"2915106";"Itagi (BA)";"Total";"78,35"
"2915205";"Itagibá (BA)";"Total";"61,74"
"2915304";"Itagimirim (BA)";"Total";"78,99"
"2915353";"Itaguaçu da Bahia (BA)";"Total";"20,88"
"2915403";"Itaju do Colônia (BA)";"Total";"79,73"
"2915502";"Itajuípe (BA)";"Total";"79,42"
"2915601";"Itamaraju (BA)";"Total";"78,52"
"2915700";"Itamari (BA)";"Total";"72,89"
"2915809";"Itambé (BA)";"Total";"84,41"
"2915908";"Itanagra (BA)";"Total";"30,57"
"2916005";"Itanhém (BA)";"Total";"69,65"
"2916104";"Itaparica (BA)";"Total";"100,00"
"2916203";"Itapé (BA)";"Total";"66,03"
"2916302";"Itapebi (BA)";"Total";"78,50"
"2916401";"Itapetinga (BA)";"Total";"96,78"
"2916500";"Itapicuru (BA)";"Total";"22,93"
"2916609";"Itapitanga (BA)";"Total";"71,48"
"2916708";"Itaquara (BA)";"Total";"62,37"
"2916807";"Itarantim (BA)";"Total";"80,14"
"2916856";"Itatim (BA)";"Total";"70,95"
"2916906";"Itiruçu (BA)";"Total";"75,72"
"2917003";"Itiúba (BA)";"Total";"28,78"
"2917102";"Itororó (BA)";"Total";"89,93"
"2917201";"Ituaçu (BA)";"Total";"38,39"
"2917300";"Ituberá (BA)";"Total";"73,74"
"2917334";"Iuiu (BA)";"Total";"50,58"
"2917359";"Jaborandi (BA)";"Total";"35,04"
"2917409";"Jacaraci (BA)";"Total";"38,36"
"2917508";"Jacobina (BA)";"Total";"71,50"
"2917607";"Jaguaquara (BA)";"Total";"78,37"
"2917706";"Jaguarari (BA)";"Total";"55,66"
"2917805";"Jaguaripe (BA)";"Total";"31,48"
"2917904";"Jandaíra (BA)";"Total";"60,79"
"2918001";"Jequié (BA)";"Total";"91,95"
"2918100";"Jeremoabo (BA)";"Total";"48,70"
"2918209";"Jiquiriçá (BA)";"Total";"42,74"
"2918308";"Jitaúna (BA)";"Total";"65,82"
"2918357";"João Dourado (BA)";"Total";"59,41"
"2918407";"Juazeiro (BA)";"Total";"81,74"
"2918456";"Jucuruçu (BA)";"Total";"23,60"
"2918506";"Jussara (BA)";"Total";"67,29"
"2918555";"Jussari (BA)";"Total";"74,86"
"2918605";"Jussiape (BA)";"Total";"40,22"
"2918704";"Lafaiete Coutinho (BA)";"Total";"56,80"
"2918753";"Lagoa Real (BA)";"Total";"23,20"
"2918803";"Laje (BA)";"Total";"28,64"
"2918902";"Lajedão (BA)";"Total";"55,23"
"2919009";"Lajedinho (BA)";"Total";"31,87"
"2919058";"Lajedo do Tabocal (BA)";"Total";"62,25"
"2919108";"Lamarão (BA)";"Total";"25,37"
"2919157";"Lapão (BA)";"Total";"40,09"
"2919207";"Lauro de Freitas (BA)";"Total";"100,00"
"2919306";"Lençóis (BA)";"Total";"78,83"
"2919405";"Licínio de Almeida (BA)";"Total";"53,66"
"2919504";"Livramento de Nossa Senhora (BA)";"Total";"51,07"
"2919553";"Luís Eduardo Magalhães (BA)";"Total";"92,14"
"2919603";"Macajuba (BA)";"Total";"64,86"
"2919702";"Macarani (BA)";"Total";"78,33"
"2919801";"Macaúbas (BA)";"Total";"36,00"
"2919900";"Macururé (BA)";"Total";"36,32"
"2919926";"Madre de Deus (BA)";"Total";"97,12"
"2919959";"Maetinga (BA)";"Total";"42,48"
"2920007";"Maiquinique (BA)";"Total";"76,81"
"2920106";"Mairi (BA)";"Total";"60,25"
"2920205";"Malhada (BA)";"Total";"41,89"
"2920304";"Malhada de Pedras (BA)";"Total";"39,69"
"2920403";"Manoel Vitorino (BA)";"Total";"52,52"
"2920452";"Mansidão (BA)";"Total";"39,98"
"2920502";"Maracás (BA)";"Total";"72,17"
"2920601";"Maragogipe (BA)";"Total";"61,03"
"2920700";"Maraú (BA)";"Total";"19,43"
"2920809";"Marcionílio Souza (BA)";"Total";"53,07"
"2920908";"Mascote (BA)";"Total";"78,72"
"2921005";"Mata de São João (BA)";"Total";"74,12"
"2921054";"Matina (BA)";"Total";"33,48"
"2921104";"Medeiros Neto (BA)";"Total";"78,40"
"2921203";"Miguel Calmon (BA)";"Total";"60,50"
"2921302";"Milagres (BA)";"Total";"78,42"
"2921401";"Mirangaba (BA)";"Total";"49,24"
"2921450";"Mirante (BA)";"Total";"19,13"
"2921500";"Monte Santo (BA)";"Total";"18,15"
"2921609";"Morpará (BA)";"Total";"66,32"
"2921708";"Morro do Chapéu (BA)";"Total";"58,33"
"2921807";"Mortugaba (BA)";"Total";"48,90"
"2921906";"Mucugê (BA)";"Total";"42,28"
"2922003";"Mucuri (BA)";"Total";"77,46"
"2922052";"Mulungu do Morro (BA)";"Total";"51,38"
"2922102";"Mundo Novo (BA)";"Total";"55,77"
"2922201";"Muniz Ferreira (BA)";"Total";"47,40"
"2922250";"Muquém do São Francisco (BA)";"Total";"14,23"
"2922300";"Muritiba (BA)";"Total";"65,24"
"2922409";"Mutuípe (BA)";"Total";"48,02"
"2922508";"Nazaré (BA)";"Total";"85,92"
"2922607";"Nilo Peçanha (BA)";"Total";"25,65"
"2922656";"Nordestina (BA)";"Total";"34,61"
"2922706";"Nova Canaã (BA)";"Total";"42,80"
"2922730";"Nova Fátima (BA)";"Total";"67,94"
"2922755";"Nova Ibiá (BA)";"Total";"42,33"
"2922805";"Nova Itarana (BA)";"Total";"39,65"
"2922854";"Nova Redenção (BA)";"Total";"67,12"
"2922904";"Nova Soure (BA)";"Total";"51,77"
"2923001";"Nova Viçosa (BA)";"Total";"87,65"
"2923035";"Novo Horizonte (BA)";"Total";"32,87"
"2923050";"Novo Triunfo (BA)";"Total";"49,09"
"2923100";"Olindina (BA)";"Total";"53,89"
"2923209";"Oliveira dos Brejinhos (BA)";"Total";"31,45"
"2923308";"Ouriçangas (BA)";"Total";"34,75"
"2923357";"Ourolândia (BA)";"Total";"39,12"
"2923407";"Palmas de Monte Alto (BA)";"Total";"47,69"
"2923506";"Palmeiras (BA)";"Total";"66,00"
"2923605";"Paramirim (BA)";"Total";"49,98"
"2923704";"Paratinga (BA)";"Total";"39,27"
"2923803";"Paripiranga (BA)";"Total";"36,14"
"2923902";"Pau Brasil (BA)";"Total";"71,29"
"2924009";"Paulo Afonso (BA)";"Total";"86,77"
"2924058";"Pé de Serra (BA)";"Total";"39,84"
"2924108";"Pedrão (BA)";"Total";"25,68"
"2924207";"Pedro Alexandre (BA)";"Total";"19,54"
"2924306";"Piatã (BA)";"Total";"44,90"
"2924405";"Pilão Arcado (BA)";"Total";"33,76"
"2924504";"Pindaí (BA)";"Total";"29,85"
"2924603";"Pindobaçu (BA)";"Total";"55,13"
"2924652";"Pintadas (BA)";"Total";"58,06"
"2924678";"Piraí do Norte (BA)";"Total";"39,61"
"2924702";"Piripá (BA)";"Total";"51,12"
"2924801";"Piritiba (BA)";"Total";"68,28"
"2924900";"Planaltino (BA)";"Total";"42,94"
"2925006";"Planalto (BA)";"Total";"61,53"
"2925105";"Poções (BA)";"Total";"79,15"
"2925204";"Pojuca (BA)";"Total";"86,34"
"2925253";"Ponto Novo (BA)";"Total";"58,08"
"2925303";"Porto Seguro (BA)";"Total";"83,95"
"2925402";"Potiraguá (BA)";"Total";"65,81"
"2925501";"Prado (BA)";"Total";"57,55"
"2925600";"Presidente Dutra (BA)";"Total";"65,87"
"2925709";"Presidente Jânio Quadros (BA)";"Total";"34,52"
"2925758";"Presidente Tancredo Neves (BA)";"Total";"41,70"
"2925808";"Queimadas (BA)";"Total";"52,91"
"2925907";"Quijingue (BA)";"Total";"25,40"
"2925931";"Quixabeira (BA)";"Total";"41,14"
"2925956";"Rafael Jambeiro (BA)";"Total";"33,06"
"2926004";"Remanso (BA)";"Total";"59,90"
"2926103";"Retirolândia (BA)";"Total";"57,28"
"2926202";"Riachão das Neves (BA)";"Total";"48,91"
"2926301";"Riachão do Jacuípe (BA)";"Total";"60,69"
"2926400";"Riacho de Santana (BA)";"Total";"45,59"
"2926509";"Ribeira do Amparo (BA)";"Total";"14,14"
"2926608";"Ribeira do Pombal (BA)";"Total";"64,33"
"2926657";"Ribeirão do Largo (BA)";"Total";"54,00"
"2926707";"Rio de Contas (BA)";"Total";"49,74"
"2926806";"Rio do Antônio (BA)";"Total";"44,92"
"2926905";"Rio do Pires (BA)";"Total";"47,49"
"2927002";"Rio Real (BA)";"Total";"64,58"
"2927101";"Rodelas (BA)";"Total";"84,05"
"2927200";"Ruy Barbosa (BA)";"Total";"74,50"
"2927309";"Salinas da Margarida (BA)";"Total";"45,19"
"2927408";"Salvador (BA)";"Total";"99,97"
"2927507";"Santa Bárbara (BA)";"Total";"48,70"
"2927606";"Santa Brígida (BA)";"Total";"40,03"
"2927705";"Santa Cruz Cabrália (BA)";"Total";"72,51"
"2927804";"Santa Cruz da Vitória (BA)";"Total";"75,92"
"2927903";"Santa Inês (BA)";"Total";"92,16"
"2928000";"Santaluz (BA)";"Total";"63,92"
"2928059";"Santa Luzia (BA)";"Total";"58,45"
"2928109";"Santa Maria da Vitória (BA)";"Total";"61,15"
"2928208";"Santana (BA)";"Total";"56,18"
"2928307";"Santanópolis (BA)";"Total";"20,12"
"2928406";"Santa Rita de Cássia (BA)";"Total";"57,53"
"2928505";"Santa Terezinha (BA)";"Total";"25,40"
"2928604";"Santo Amaro (BA)";"Total";"77,93"
"2928703";"Santo Antônio de Jesus (BA)";"Total";"88,10"
"2928802";"Santo Estêvão (BA)";"Total";"59,26"
"2928901";"São Desidério (BA)";"Total";"31,95"
"2928950";"São Domingos (BA)";"Total";"64,93"
"2929008";"São Félix (BA)";"Total";"69,31"
"2929057";"São Félix do Coribe (BA)";"Total";"81,43"
"2929107";"São Felipe (BA)";"Total";"51,06"
"2929206";"São Francisco do Conde (BA)";"Total";"82,13"
"2929255";"São Gabriel (BA)";"Total";"56,40"
"2929305";"São Gonçalo dos Campos (BA)";"Total";"51,69"
