Dt-value,Dt-alias,AGG(state_title)-alias,AGG(avg_ponderada_br)-value,AGG(avg_ponderada_br)-alias
2020-02-01,01/02/2020,Tocantins,0.2934156074490098,0.2934156074490098
2020-02-02,02/02/2020,Tocantins,0.3628826773150789,0.3628826773150789
2020-02-03,03/02/2020,Tocantins,0.2361620852370609,0.2361620852370609
2020-02-04,04/02/2020,Tocantins,0.2488609641387419,0.2488609641387419
2020-02-05,05/02/2020,Tocantins,0.2461307122423531,0.2461307122423531
2020-02-06,06/02/2020,Tocantins,0.2352447041636231,0.2352447041636231
2020-02-07,07/02/2020,Tocantins,0.2206814149679569,0.2206814149679569
2020-02-08,08/02/2020,Tocantins,0.2774731381993331,0.2774731381993331
2020-02-09,09/02/2020,Tocantins,0.3530662488809311,0.3530662488809311
2020-02-10,10/02/2020,Tocantins,0.2003100892451974,0.2003100892451974
2020-02-11,11/02/2020,Tocantins,0.215633423180593,0.215633423180593
2020-02-12,12/02/2020,Tocantins,0.2180305235269973,0.2180305235269973
2020-02-13,13/02/2020,Tocantins,0.2314284698268198,0.2314284698268198
2020-02-14,14/02/2020,Tocantins,0.2240590301181312,0.2240590301181312
2020-02-15,15/02/2020,Tocantins,0.2986023317881725,0.2986023317881725
2020-02-16,16/02/2020,Tocantins,0.3687481612238894,0.3687481612238894
2020-02-17,17/02/2020,Tocantins,0.2211668928086839,0.2211668928086839
